t,force,peak_force,contact_count,success,hammer_x,hammer_y,hammer_z
1.07,0,270.3880163866041,0,1.0,0.30583083257543014,-0.0851665892277303,0.06740818045643525
1.075,0,270.3880163866041,0,1.0,0.30597708048948,-0.08527328968219966,0.0680823889999354
1.08,0,270.3880163866041,0,1.0,0.3061335214205327,-0.08538394793149956,0.06878122536230694
1.085,0,270.3880163866041,0,1.0,0.3062948361200702,-0.08550085046510783,0.06955620954022719
1.09,0,270.3880163866041,0,1.0,0.3064593291321134,-0.085620040373116,0.0703647385705942
1.095,0,270.3880163866041,0,1.0,0.3066427624247237,-0.08575023959920072,0.07126560209201105
1.1,0,270.3880163866041,0,1.0,0.30682340080705,-0.08588109748369879,0.07220711639484396
1.105,0,270.3880163866041,0,1.0,0.30702307521524563,-0.08602294761444576,0.07325286519716975
1.11,0,270.3880163866041,0,1.0,0.30721922062960577,-0.08616498334366186,0.07434469036435906
1.115,0,270.3880163866041,0,1.0,0.30743321012546126,-0.08631706560731481,0.0755486644577632
1.12,0,270.3880163866041,0,1.0,0.3076422085589586,-0.08646837287827756,0.07680260127499097
1.125,0,270.3880163866041,0,1.0,0.30786671848335906,-0.0866279669157755,0.0781728842218844
1.1300000000000001,0,270.3880163866041,0,1.0,0.3080841199824983,-0.08678534702582703,0.07959550342546548
1.135,0,270.3880163866041,0,1.0,0.3083137426130931,-0.08694856992431028,0.08113516760112494
1.1400000000000001,0,270.3880163866041,0,1.0,0.3085335884194789,-0.08710773567463466,0.08272808120663283
1.145,0,270.3880163866041,0,1.0,0.3087616261924787,-0.0872697672668555,0.08443543287381679
1.1500000000000001,0,270.3880163866041,0,1.0,0.3089768080687369,-0.08742562868151191,0.0861955775935005
1.155,0,270.3880163866041,0,1.0,0.3091956680252133,-0.08758102820641261,0.08806444084964106
1.16,0,270.3880163866041,0,1.0,0.3093983290061897,-0.08772793445686912,0.08998423348241547
1.165,0,270.3880163866041,0,1.0,0.3095999557115257,-0.08787091579011425,0.09200411827848806
1.17,0,270.3880163866041,0,1.0,0.3097819595289693,-0.08800303078379818,0.09407173827449715
1.175,0,270.3880163866041,0,1.0,0.3099583138238135,-0.08812782205242116,0.09622810952344997
1.18,0,270.3880163866041,0,1.0,0.31011231532915323,-0.08823955535199164,0.09842774128040116
1.185,0,270.3880163866041,0,1.0,0.3102529886349736,-0.08834015119157912,0.10070229048908695
1.19,0,270.3880163866041,0,1.0,0.3103757453970239,-0.08842707861199048,0.10301444563431103
1.195,0,270.3880163866041,0,1.0,0.3104784913343181,-0.08849970767644805,0.10538549519271394
1.2,0,270.3880163866041,0,1.0,0.31055811075521444,-0.08855637374588193,0.10778732215308773
